dept,treatment,success,age_group,income
A_hard,1,0,old,41512.00200829911
A_hard,1,1,old,42612.05648117429
A_hard,1,1,middle,64459.55640720752
A_hard,1,0,young,93502.4049487277
A_hard,1,1,young,63298.06236225573
A_hard,1,0,middle,36520.113211653654
B_easy,0,1,middle,69446.72736427918
A_hard,1,0,young,55099.937490862256
A_hard,1,0,middle,31122.589163291697
A_hard,1,0,middle,26088.010541689775
B_easy,0,1,young,59050.78606624817
A_hard,1,0,young,57115.61404052152
B_easy,0,1,middle,35822.87598597857
B_easy,0,1,middle,49186.53198518391
A_hard,1,1,old,53589.775634856094
A_hard,1,0,middle,45625.854199058704
A_hard,1,0,middle,66244.10430898493
A_hard,1,0,old,23829.488188854848
B_easy,0,1,young,95282.47400174184
A_hard,1,0,middle,21930.113346456306
B_easy,0,1,middle,29562.54421757609
A_hard,1,0,middle,44116.3083075404
A_hard,1,0,young,27983.11607630986
A_hard,1,0,old,44418.665039326814
A_hard,1,0,old,43894.09681568
A_hard,1,1,young,42063.386818388535
A_hard,1,1,young,32363.834517048315
A_hard,1,0,young,51489.84228869536
B_easy,0,1,middle,55239.94327849246
A_hard,1,0,middle,61554.97306132145
B_easy,0,1,young,57294.4162120754
A_hard,1,0,old,30530.28865700116
A_hard,1,1,young,19684.341722349218
A_hard,1,0,middle,42418.35852827443
A_hard,1,0,young,25961.93142956066
A_hard,1,0,middle,24750.57218992833
A_hard,1,0,middle,52911.859637204805
B_easy,0,1,young,33334.94908254912
A_hard,0,0,middle,66182.90067499368
A_hard,1,1,old,47395.745765933105
A_hard,1,0,middle,44342.36053462558
A_hard,1,0,old,29478.510891741207
A_hard,1,0,middle,56465.58444514407
A_hard,1,0,middle,44956.42599603907
A_hard,1,1,young,34708.55035888797
A_hard,1,1,middle,47997.370449773836
B_easy,0,0,young,34758.218168409294
A_hard,1,0,young,20470.09302676292
B_easy,0,1,young,43197.208720483824
A_hard,1,0,young,50242.90901414571
A_hard,1,0,old,44951.125172908025
B_easy,0,1,old,75734.6889833363
A_hard,1,0,middle,31200.152217471346
B_easy,0,1,young,68620.01760722013
A_hard,1,1,old,43291.94171407078
A_hard,1,0,middle,30854.32207888607
B_easy,0,0,young,65779.61506069379
A_hard,1,0,middle,44009.82212632151
A_hard,1,0,middle,35563.21208781902
A_hard,1,0,young,45629.98630716137
A_hard,1,0,middle,43057.04421093912
B_easy,0,1,middle,57694.67897223746
A_hard,1,0,young,38811.10275133801
A_hard,1,0,middle,25425.771916595433
B_easy,0,0,middle,61121.48123842308
A_hard,1,0,middle,32959.28439417878
B_easy,0,1,old,44695.066985338985
A_hard,1,0,old,41389.502338460894
A_hard,1,1,middle,56010.39816258267
B_easy,0,1,middle,62784.20261536472
A_hard,0,0,middle,37032.866874636165
A_hard,1,0,middle,36429.80913198214
A_hard,1,0,young,54537.19893283152
B_easy,1,1,middle,24048.9634582914
B_easy,0,1,middle,71960.47483799221
A_hard,1,1,middle,16889.763376044913
A_hard,1,0,old,23768.88137515529
B_easy,0,1,middle,52286.012531051616
A_hard,1,0,young,77551.86214396267
A_hard,1,0,young,70161.290400214
A_hard,1,0,young,55597.31633695703
A_hard,1,0,young,50348.135674431745
B_easy,0,1,middle,32065.84547981288
B_easy,0,1,young,62351.37244321048
B_easy,0,1,young,51761.67722160043
A_hard,1,1,young,32749.95999565917
A_hard,1,0,middle,47322.046349619886
A_hard,1,0,middle,37933.349858299516
A_hard,1,1,young,58039.49318953276
A_hard,1,1,young,15960.678485809989
A_hard,1,0,young,46125.171335189734
A_hard,1,1,young,31813.54164728935
A_hard,1,0,young,38855.4625662646
B_easy,0,1,young,64569.39629218863
A_hard,1,1,young,28240.38206084899
A_hard,1,1,old,47463.48208968697
B_easy,0,1,middle,56814.926921861035
B_easy,0,1,old,50091.19702234667
B_easy,0,1,young,52941.41270983621
A_hard,1,0,young,42681.72163219611
B_easy,0,0,old,48482.45231155182
A_hard,1,0,young,45106.41712988417
A_hard,1,0,middle,40827.35067500886
A_hard,1,0,old,35830.76194399559
A_hard,1,0,middle,68847.63350854475
A_hard,1,0,young,51228.59883842432
A_hard,1,1,middle,39259.316510655684
B_easy,1,1,young,62187.90646237063
A_hard,1,0,young,29597.697948397377
A_hard,1,0,young,38448.42589832125
A_hard,1,0,old,40198.83824342629
A_hard,1,0,middle,26298.091351351763
A_hard,1,0,young,50810.31071991627
A_hard,1,0,young,37415.80946080761
A_hard,1,0,middle,39667.999988288946
B_easy,0,0,old,51469.20211314967
B_easy,0,1,young,104386.35885964648
A_hard,1,0,young,35060.772747389805
A_hard,1,0,old,13969.845691712584
B_easy,0,1,old,36001.020435617465
B_easy,0,0,old,71389.53934043153
A_hard,1,0,young,65046.79037524694
B_easy,0,1,young,49773.04212940719
B_easy,0,1,middle,79184.24504453196
B_easy,0,0,young,71123.84999763817
A_hard,1,0,old,42157.79803520867
A_hard,1,0,young,41093.30574344197
A_hard,1,0,middle,47713.0533962348
A_hard,1,0,old,58161.83733230462
A_hard,1,1,old,50959.418483925336
A_hard,1,0,middle,34847.875473019565
A_hard,1,0,old,42386.89429460534
A_hard,1,0,young,74718.95182082886
B_easy,0,0,young,63768.206959442876
A_hard,1,0,young,58039.881403239226
A_hard,1,0,old,53098.27480873848
B_easy,0,0,old,64100.36615996554
B_easy,0,1,young,61630.48350022604
B_easy,0,0,young,73460.85937987469
B_easy,1,1,young,70779.63352966025
B_easy,0,1,young,63958.40217017323
A_hard,1,0,old,34593.56211678168
A_hard,1,0,young,50783.38208322708
A_hard,1,0,middle,43994.88095297875
A_hard,1,0,middle,40376.16132982386
B_easy,1,0,young,100181.63962449101
A_hard,1,0,young,21914.230384382587
A_hard,1,0,old,59377.69288586224
A_hard,1,0,middle,32059.93583619254
A_hard,1,0,middle,46967.93234015094
A_hard,1,0,young,83528.81278635278
A_hard,1,1,old,30564.465077639055
B_easy,0,1,old,49141.910177591046
A_hard,1,0,old,44737.29394272599
B_easy,0,1,middle,47291.74563552957
A_hard,1,0,old,58260.845264104515
A_hard,1,1,young,36982.058459050575
A_hard,1,0,middle,54810.144602240056
B_easy,1,1,middle,40062.16302299896
A_hard,1,0,middle,17897.527467686617
B_easy,0,1,old,56565.22531570426
A_hard,1,0,old,21472.382429436075
A_hard,1,1,middle,67774.03369148175
B_easy,0,0,middle,37052.94764257503
A_hard,1,0,old,29434.699684939536
A_hard,1,0,old,51204.298282119154
B_easy,0,1,middle,51204.54074906991
A_hard,1,0,young,22224.18045198594
A_hard,1,0,young,75599.46240107939
A_hard,1,0,old,29975.492952606393
A_hard,1,0,middle,42056.132887551765
B_easy,0,1,middle,56862.112198409544
B_easy,0,1,middle,70654.63727949867
A_hard,1,0,middle,51935.286910065886
B_easy,0,1,middle,47597.984434034915
A_hard,1,0,old,40112.5917383504
A_hard,1,0,young,41596.16349687277
A_hard,1,1,middle,56234.392472978434
B_easy,0,1,middle,42475.171277120986
A_hard,1,0,old,75271.65835133672
A_hard,1,0,young,33612.24918810834
A_hard,1,0,middle,44868.7590486511
B_easy,0,1,young,42600.158404601374
A_hard,1,0,young,25527.61482539075
A_hard,1,0,middle,31883.57386383564
B_easy,0,1,young,45442.151735036176
A_hard,1,0,old,38786.14463767754
A_hard,1,1,old,30315.524568543886
A_hard,1,0,young,55433.28631941315
A_hard,1,0,old,33255.241570224374
A_hard,1,0,middle,31592.767598221268
B_easy,0,1,middle,54105.46703824097
A_hard,1,0,old,59892.58318044442
A_hard,1,0,middle,48223.14260415599
B_easy,0,1,young,58504.65705168795
A_hard,1,0,young,23504.328450469813
A_hard,1,0,middle,27859.37310204436
B_easy,0,1,old,40823.85089940565
A_hard,1,0,middle,64602.768355085194
B_easy,0,1,young,67958.44684697472
B_easy,0,1,young,47075.69236613709
A_hard,1,1,old,36534.42534261517
A_hard,1,1,young,32620.647356439993
A_hard,1,0,middle,31712.08175428937
A_hard,1,0,middle,51904.51546824271
A_hard,1,0,young,40686.9566882353
A_hard,1,0,young,76217.51616446195
B_easy,0,1,young,78755.39736775498
B_easy,0,1,young,79642.20510700083
B_easy,0,1,middle,70070.35462422189
A_hard,1,1,old,38660.11394239216
A_hard,1,0,young,53966.86326794376
A_hard,1,0,middle,39767.50958207013
A_hard,1,0,young,69454.14076092544
B_easy,0,1,young,66064.19074574881
A_hard,1,0,middle,48935.40537904523
A_hard,1,1,middle,46906.08993644264
B_easy,0,1,middle,86103.99641041287
A_hard,1,0,young,23493.744992448217
A_hard,1,0,middle,72574.31741503089
A_hard,1,0,middle,42207.692888187936
A_hard,1,0,old,23907.765362765233
B_easy,0,1,middle,48716.85402535416
A_hard,1,0,old,20237.89105914626
B_easy,0,1,young,69804.8511837846
B_easy,0,1,middle,44425.605744802204
B_easy,0,1,middle,62530.0149930705
A_hard,1,1,young,62013.25545248772
A_hard,1,0,middle,34919.74607150795
B_easy,0,1,middle,55978.44460463412
A_hard,1,0,old,25449.500851259763
A_hard,1,1,young,39174.64336573204
B_easy,0,1,old,98610.35437910058
A_hard,1,0,middle,56668.997461656625
B_easy,1,1,middle,56029.04371659593
B_easy,0,0,middle,50824.67945727427
B_easy,0,1,young,59360.4990651535
A_hard,1,0,old,46950.76128290459
B_easy,0,1,old,53713.95439281363
A_hard,1,0,old,52950.88793656694
B_easy,0,0,old,45698.287649093865
B_easy,0,1,middle,45624.18487523598
B_easy,0,1,middle,65552.93185575306
A_hard,1,0,old,27470.373696534032
A_hard,1,0,young,55935.2587929381
A_hard,1,0,old,44785.790814046
A_hard,1,0,middle,17581.3617192418
A_hard,0,0,middle,46642.4868834142
A_hard,1,1,young,19722.800631165082
A_hard,1,1,young,55400.43014483492
B_easy,0,1,young,56269.28506124106
B_easy,0,1,middle,87766.2632476023
A_hard,1,0,middle,61069.6926655891
B_easy,0,0,young,44089.61240652263
A_hard,1,0,young,14688.90204237874
A_hard,1,0,middle,33673.481148129395
A_hard,1,0,young,26681.120957544434
B_easy,0,0,old,87386.07130315641
B_easy,0,0,young,59845.28011079773
B_easy,0,1,middle,74001.2820627475
B_easy,1,1,young,55724.53631174121
B_easy,0,1,middle,57304.98767579032
A_hard,1,0,middle,44510.59466236638
A_hard,1,1,middle,61598.0897788867
A_hard,0,0,middle,49674.37133511898
B_easy,0,1,middle,44139.99234785003
A_hard,1,1,young,69337.71207129626
A_hard,1,1,middle,40607.767515205305
B_easy,0,1,young,53167.19814185027
A_hard,1,0,middle,2557.420466264477
B_easy,0,1,middle,69515.99386742005
A_hard,1,0,middle,46515.18959492825
B_easy,0,0,middle,61498.88484902853
B_easy,0,1,young,53957.62993333773
A_hard,1,0,young,36371.73239800826
B_easy,0,1,young,54456.293597543554
A_hard,1,1,middle,51947.41306690919
A_hard,1,1,old,54586.76659550026
A_hard,1,0,middle,41534.526174381026
B_easy,0,1,middle,74234.06241475139
A_hard,1,1,young,43815.38728473784
A_hard,1,0,old,37436.60372814517
B_easy,0,1,young,62976.23362361047
A_hard,1,1,young,24609.203722592098
A_hard,1,1,old,48490.774636188726
A_hard,1,1,young,21867.268417104427
A_hard,0,0,young,29584.09560024354
B_easy,0,1,young,29719.628899250634
A_hard,1,1,middle,42373.24570992749
A_hard,1,0,young,69144.50553463641
B_easy,0,1,middle,58243.850083778474
A_hard,1,1,middle,54653.78069149691
B_easy,1,1,young,95284.70845968583
A_hard,1,1,young,51060.837721801436
B_easy,0,1,old,48521.819331179664
B_easy,0,0,young,50586.47095896244
B_easy,0,1,middle,60009.873123345096
A_hard,1,0,middle,35506.580321086134
A_hard,1,1,young,36628.69500279852
B_easy,0,1,middle,74778.80863889234
A_hard,1,0,middle,60392.344211583186
A_hard,1,0,middle,20296.612769270043
A_hard,1,1,old,32727.457231496708
B_easy,1,0,old,53039.93419629911
B_easy,0,1,middle,68986.33419247878
A_hard,1,0,middle,62146.13382758484
B_easy,0,1,middle,100529.51901410826
A_hard,1,1,middle,38014.900555760076
A_hard,1,1,young,38764.06928486957
A_hard,1,1,old,53828.550234565715
A_hard,1,0,old,34766.74921567711
A_hard,1,0,young,42885.572077642246
B_easy,0,1,old,53774.428368246816
B_easy,0,1,old,20675.191171437313
A_hard,1,0,middle,46848.49845227318
A_hard,1,0,old,42264.58561045815
A_hard,1,0,young,64068.465753853496
B_easy,0,1,young,60082.35611304532
B_easy,0,1,young,41178.787825287414
B_easy,0,1,middle,56128.51690530715
A_hard,0,0,young,13633.757352950579
A_hard,1,1,old,26836.232472005362
A_hard,1,0,young,54532.58952229496
A_hard,1,1,young,41289.89340069505
A_hard,1,0,middle,58837.62359247098
A_hard,1,0,young,15496.616236829283
B_easy,0,1,middle,56363.079040143704
A_hard,1,0,young,37867.31252418322
A_hard,1,0,old,59337.72873919809
B_easy,0,1,middle,70091.44152249934
A_hard,1,1,young,54633.78225132447
B_easy,1,1,young,83121.15057126152
A_hard,1,0,young,39478.69336070151
B_easy,0,1,old,80026.21252951078
A_hard,1,0,middle,29336.907736803958
A_hard,1,0,middle,28786.83375351459
B_easy,0,1,young,71291.19857247508
A_hard,1,0,old,22428.888923867977
A_hard,1,0,young,53591.48442628437
A_hard,0,0,middle,46519.69790581989
A_hard,1,1,middle,61077.790929823095
B_easy,0,0,young,59108.34052567666
A_hard,1,0,middle,45840.73419443291
A_hard,1,1,young,52638.97489387359
A_hard,1,0,young,35060.256749103326
B_easy,0,1,old,49406.90538764668
A_hard,1,1,middle,52116.44159765129
A_hard,1,1,old,44560.68286304044
B_easy,0,1,middle,53890.29124043579
A_hard,1,0,young,43758.23850453499
B_easy,0,1,middle,83918.39261757495
A_hard,1,0,middle,38354.72389890161
A_hard,1,0,young,37919.70580076976
A_hard,1,0,middle,19388.336630062575
B_easy,0,1,middle,59364.70592764328
A_hard,1,0,middle,54853.252668605885
A_hard,1,0,young,57542.971735213025
A_hard,1,1,old,46623.26402445799
A_hard,1,0,young,59337.50359621325
A_hard,1,0,young,55968.456028203625
A_hard,1,0,young,61694.25344538395
A_hard,1,0,old,59764.53983216343
A_hard,1,1,young,68549.67294160876
A_hard,1,0,middle,42454.602501506255
A_hard,1,0,young,25094.129364577373
A_hard,1,0,middle,54955.7811552813
A_hard,1,0,middle,56708.297839841645
A_hard,1,1,young,68549.9309007171
A_hard,1,0,old,64219.35534254559
A_hard,1,1,young,74182.08683796848
A_hard,1,0,young,54297.809704898
A_hard,1,0,middle,48432.15887907942
B_easy,0,1,middle,39225.253180113796
A_hard,1,0,young,49621.448017711205
B_easy,0,1,middle,51712.44964693023
A_hard,1,1,young,48172.650201487064
B_easy,0,1,middle,60817.69779464484
A_hard,1,0,middle,52076.00383275202
A_hard,1,0,old,43540.03935692234
A_hard,1,0,middle,59025.30286098877
B_easy,0,1,middle,19152.685306874133
A_hard,1,1,middle,47849.90362736767
A_hard,1,0,young,63037.34668728843
A_hard,0,0,young,73050.72762684322
B_easy,0,1,old,70979.42007577594
A_hard,1,0,young,70273.24533873808
A_hard,1,0,middle,47534.03993638114
A_hard,1,0,young,45042.938638905944
B_easy,0,1,old,67941.23464841627
A_hard,1,1,young,44952.08575663403
A_hard,1,0,old,33264.63797973959
B_easy,0,1,middle,52271.39633802151
A_hard,1,0,young,28317.706408857644
A_hard,1,0,middle,52925.65642297867
A_hard,1,0,middle,45170.87718750716
A_hard,1,0,young,39595.708248628536
A_hard,1,1,young,36499.74364744064
A_hard,1,0,middle,52575.8451929944
B_easy,0,1,middle,71706.72270915104
B_easy,0,1,young,43042.290052422264
A_hard,1,0,old,25684.729953365735
A_hard,1,0,young,59317.649334315225
A_hard,1,0,young,24373.001422671063
B_easy,0,1,middle,68212.30250733727
A_hard,1,0,young,69253.6379813102
A_hard,1,1,young,69288.52205089702
A_hard,1,1,middle,56068.08885948137
A_hard,1,0,young,55632.14272983181
A_hard,0,0,young,78778.61175294683
B_easy,0,1,middle,24984.06505659344
A_hard,1,1,middle,38034.964858790474
B_easy,0,0,old,72727.37773614902
A_hard,1,0,middle,39940.69488237065
B_easy,0,1,middle,78596.67462910552
B_easy,0,1,young,59409.68909534711
B_easy,0,1,middle,61976.15790506396
A_hard,1,0,young,40879.88003631093
A_hard,1,0,young,37162.335617879085
A_hard,1,0,old,36793.350552785225
A_hard,1,0,middle,49067.49445255165
A_hard,1,0,middle,33381.525512657
B_easy,0,1,young,74298.07325236932
B_easy,0,1,young,69798.38886904235
A_hard,1,0,middle,61491.24661454761
A_hard,1,0,middle,28066.134660105017
B_easy,0,1,middle,34507.85179820334
B_easy,0,1,young,59937.213665523544
A_hard,1,0,young,88482.00920339281
A_hard,1,0,middle,63993.13167141855
B_easy,0,1,middle,51683.30537239931
A_hard,1,0,young,51367.68201647011
A_hard,1,0,young,55913.803611655254
B_easy,0,1,young,39474.17638900708
B_easy,0,1,young,80544.38803551908
B_easy,0,1,middle,57488.63809768589
B_easy,0,1,young,58639.78733088209
A_hard,1,0,middle,45356.769891507836
A_hard,1,0,middle,62168.10208961842
A_hard,1,0,old,33672.26762697888
A_hard,1,0,old,19395.449928233214
A_hard,0,0,young,49844.329393500666
A_hard,1,0,young,14345.128707403066
A_hard,1,1,young,40483.4460729669
B_easy,0,0,middle,77803.11434788228
A_hard,1,0,young,53686.408552631074
A_hard,1,0,young,60635.34098587914
A_hard,1,0,young,54305.27047804243
A_hard,1,0,young,81155.01733175112
B_easy,0,1,middle,51176.405585147775
A_hard,1,0,middle,50971.97515512485
A_hard,1,1,middle,38428.19293181025
B_easy,0,1,old,74352.01904872307
A_hard,1,0,young,44076.37685924256
A_hard,1,1,young,70782.67319166068
A_hard,1,0,young,37037.76066897035
A_hard,1,1,middle,66106.89788575476
A_hard,1,0,middle,53897.09295815956
A_hard,1,1,young,44513.08396369529
A_hard,1,0,old,53136.63506789887
A_hard,1,0,young,48918.96581293788
A_hard,1,1,young,50339.32020377715
A_hard,1,0,middle,41896.93390358414
B_easy,0,1,old,49476.17238667513
A_hard,1,1,middle,39973.93320056204
A_hard,1,0,old,19752.82533077666
A_hard,1,1,young,57629.224987989386
A_hard,1,0,middle,26472.540417367803
A_hard,1,0,old,41735.294171464506
B_easy,0,1,middle,69720.6756222155
B_easy,0,1,young,72590.95075649867
A_hard,1,1,old,18380.22094744142
A_hard,1,0,young,43622.278871623836
B_easy,0,1,middle,66896.17049173234
A_hard,1,0,old,45780.2416389349
A_hard,1,0,old,65161.12436510317
A_hard,1,0,old,32672.896501280964
A_hard,1,1,old,14264.38304714705
B_easy,0,1,young,72154.89025152782
A_hard,1,1,old,36943.70820572269
B_easy,0,1,middle,33621.89103621003
A_hard,1,0,middle,42622.314141502895
A_hard,1,0,young,63458.36963897552
A_hard,1,0,old,26051.210732809526
A_hard,1,0,middle,80039.939309209
A_hard,1,0,old,32431.77608195007
A_hard,1,0,young,46305.16281188625
A_hard,1,1,young,26713.013732285875
B_easy,1,1,middle,60624.155230440214
A_hard,1,1,young,42993.78267361985
A_hard,1,0,middle,22657.591465033693
A_hard,1,1,young,87387.40453426365
A_hard,1,0,middle,37569.942464719585
B_easy,0,1,young,52583.06164040957
B_easy,0,1,young,74535.53819030483
B_easy,0,1,middle,87213.82325022703
A_hard,1,0,young,61896.553020064544
A_hard,1,0,young,26982.298154601205
A_hard,1,0,young,48208.63514241994
A_hard,1,0,young,16779.41276422508
A_hard,1,1,middle,58525.57621983535
A_hard,1,0,young,20472.17792204307
A_hard,1,0,young,32951.980145861446
A_hard,1,0,middle,44951.97743953034
A_hard,1,1,middle,51675.09841711518
B_easy,0,1,middle,56085.98064907021
B_easy,0,1,young,82786.25515099322
A_hard,1,0,old,55848.59373288419
B_easy,0,1,middle,69670.87131096312
A_hard,1,0,young,26558.986470230044
B_easy,1,1,old,85490.51846318104
B_easy,0,1,middle,47954.022835822325
A_hard,1,0,middle,71063.13649480641
B_easy,0,1,old,90332.92585388357
B_easy,0,1,young,67689.84798545662
B_easy,0,1,old,75480.19646519131
B_easy,0,1,middle,13756.203554146967
A_hard,0,0,young,42074.96376764434
A_hard,1,0,young,61532.48459879309
B_easy,0,1,young,73867.65402471127
A_hard,1,0,old,26704.149928501836
A_hard,1,0,young,40594.1694019819
A_hard,1,0,young,6954.517421982797
A_hard,1,0,middle,51194.8926025913
A_hard,1,0,middle,16750.073981597645
B_easy,0,1,young,76957.16764181358
A_hard,0,0,old,62740.87291076113
B_easy,0,1,middle,52884.49778390252
B_easy,0,1,old,67819.13895681134
A_hard,1,0,young,41743.51913909237
A_hard,1,1,young,48628.625925222994
A_hard,0,0,middle,27791.108651352755
B_easy,0,1,young,69337.38934859863
B_easy,0,1,middle,35382.22154663375
A_hard,1,1,young,17551.047565059274
A_hard,1,1,middle,43171.07524999512
A_hard,1,0,old,41831.35080583081
A_hard,1,1,old,49084.52595827626
B_easy,0,1,old,50257.38764645507
B_easy,0,1,old,88285.37498678383
A_hard,1,0,middle,47409.07484069163
B_easy,0,1,young,63493.22667774338
A_hard,1,0,old,47958.50816110568
B_easy,0,1,old,75043.64803422117
A_hard,1,0,old,53640.26121726696
A_hard,1,0,middle,51630.26849562419
B_easy,0,1,young,71039.76157298387
A_hard,1,0,old,17630.78044429213
A_hard,1,0,old,18197.28524121334
B_easy,0,0,middle,58859.11882047834
A_hard,0,0,old,42034.89175977147
A_hard,1,0,middle,53697.14766072312
A_hard,1,0,old,45300.253532752584
A_hard,1,1,young,53727.97401681316
A_hard,1,1,old,26316.070956580716
A_hard,1,0,young,44838.83144386958
B_easy,0,1,young,39884.14893063324
A_hard,1,0,young,50802.869015571014
A_hard,1,1,middle,16825.72436455019
B_easy,0,0,young,65224.65147811319
A_hard,1,1,old,22965.009286543318
